"label","Source","N","nff","rank","Lb","Wb","Ab","Ls","Li","Hc"
"Tremie13","sampled_plants_030513",38,NA,9,NA,NA,31.61977547,NA,NA,NA
"Tremie13","sampled_plants_030513",39,NA,6,NA,NA,NA,NA,NA,5
"Tremie13","sampled_plants_030513",39,NA,7,NA,NA,NA,NA,NA,10.1
"Tremie13","sampled_plants_030513",39,NA,8,NA,NA,18.86076873,NA,NA,18.3
"Tremie13","sampled_plants_030513",39,NA,9,NA,NA,24.81527295,NA,NA,NA
"Tremie13","sampled_plants_030513",40,NA,6,NA,NA,NA,NA,NA,7.8
"Tremie13","sampled_plants_030513",40,NA,7,NA,NA,15.774162,NA,NA,14.2
"Tremie13","sampled_plants_030513",40,NA,8,NA,NA,26.14139933,NA,NA,23.4
"Tremie13","sampled_plants_030513",40,NA,9,NA,NA,30.15332679,NA,NA,NA
"Tremie13","sampled_plants_030513",41,NA,6,NA,NA,NA,NA,NA,7
"Tremie13","sampled_plants_030513",41,NA,7,NA,NA,NA,NA,NA,14.4
"Tremie13","sampled_plants_030513",41,NA,8,NA,NA,22.9805992,NA,NA,22.5
"Tremie13","sampled_plants_030513",41,NA,9,NA,NA,27.89687969,NA,NA,NA
"Tremie13","sampled_plants_030513",42,NA,6,NA,NA,NA,NA,NA,7.5
"Tremie13","sampled_plants_030513",42,NA,7,NA,NA,NA,NA,NA,14.4
"Tremie13","sampled_plants_030513",42,NA,8,NA,NA,24.55898314,NA,NA,22.5
"Tremie13","sampled_plants_030513",42,NA,9,NA,NA,28.72397481,NA,NA,NA
"Tremie13","sampled_plants_030513",43,NA,6,NA,NA,NA,NA,NA,4.6
"Tremie13","sampled_plants_030513",43,NA,7,NA,NA,NA,NA,NA,9.9
"Tremie13","sampled_plants_030513",43,NA,8,NA,NA,19.34689679,NA,NA,16.4
"Tremie13","sampled_plants_030513",43,NA,9,NA,NA,22.71269651,NA,NA,NA
"Tremie13","sampled_plants_030513",44,NA,6,NA,NA,NA,NA,NA,5.1
"Tremie13","sampled_plants_030513",44,NA,7,NA,NA,NA,NA,NA,10.1
"Tremie13","sampled_plants_030513",44,NA,8,NA,NA,18.77609148,NA,NA,15.5
"Tremie13","sampled_plants_030513",44,NA,9,NA,NA,24.11688725,NA,NA,NA
"Tremie13","sampled_plants_030513",45,NA,7,NA,NA,NA,NA,NA,7.9
"Tremie13","sampled_plants_030513",45,NA,8,NA,NA,20.47560421,NA,NA,16.5
"Tremie13","sampled_plants_030513",45,NA,9,NA,NA,32.91235353,NA,NA,NA
"Tremie13","sampled_plants_220413",1,NA,6,NA,NA,NA,NA,NA,5
"Tremie13","sampled_plants_220413",1,NA,7,NA,NA,NA,NA,NA,10
"Tremie13","sampled_plants_220413",1,NA,8,NA,NA,19.4257676,NA,NA,NA
"Tremie13","sampled_plants_220413",1,NA,9,NA,NA,24.95946621,NA,NA,NA
"Tremie13","sampled_plants_220413",2,NA,5,NA,NA,NA,NA,NA,3.7
"Tremie13","sampled_plants_220413",2,NA,6,NA,NA,NA,NA,NA,6.2
"Tremie13","sampled_plants_220413",2,NA,7,NA,NA,NA,NA,NA,12.5
"Tremie13","sampled_plants_220413",3,NA,5,NA,NA,NA,NA,NA,4
"Tremie13","sampled_plants_220413",3,NA,6,NA,NA,NA,NA,NA,6.5
"Tremie13","sampled_plants_220413",3,NA,7,NA,NA,NA,NA,NA,13
"Tremie13","sampled_plants_220413",3,NA,8,NA,NA,19.7596379,NA,NA,NA
"Tremie13","sampled_plants_220413",4,NA,5,NA,NA,NA,NA,NA,3.8
"Tremie13","sampled_plants_220413",4,NA,6,NA,NA,NA,NA,NA,6.6
"Tremie13","sampled_plants_220413",4,NA,7,NA,NA,14.83561549,NA,NA,12.8
"Tremie13","sampled_plants_220413",4,NA,8,NA,NA,23.98930686,NA,NA,NA
"Tremie13","sampled_plants_220413",5,NA,6,NA,NA,NA,NA,NA,5.3
"Tremie13","sampled_plants_220413",5,NA,7,NA,NA,NA,NA,NA,10.3
"Tremie13","sampled_plants_220413",5,NA,8,NA,NA,18.88722029,NA,NA,NA
"Tremie13","sampled_plants_220413",6,NA,6,NA,NA,NA,NA,NA,4.2
"Tremie13","sampled_plants_220413",6,NA,7,NA,NA,NA,NA,NA,8.5
"Tremie13","sampled_plants_220413",6,NA,8,NA,NA,17.32012665,NA,NA,NA
"Tremie13","sampled_plants_220413",7,NA,6,NA,NA,NA,NA,NA,5.5
"Tremie13","sampled_plants_220413",7,NA,7,NA,NA,12.5499749,NA,NA,11.3
"Tremie13","sampled_plants_220413",7,NA,8,NA,NA,17.31673956,NA,NA,NA
"Tremie13","sampled_plants_220413",8,NA,6,NA,NA,8.85853067,NA,NA,8
"Tremie13","sampled_plants_220413",8,NA,7,NA,NA,14.74077697,NA,NA,15.5
"Tremie13","sampled_plants_220413",8,NA,8,NA,NA,23.44253376,NA,NA,NA
"Tremie13","sampled_plants_220413",9,NA,6,NA,NA,NA,NA,NA,6.3
"Tremie13","sampled_plants_220413",9,NA,7,NA,NA,12.71513586,NA,NA,13.1
"Tremie13","sampled_plants_220413",9,NA,8,NA,NA,19.26431631,NA,NA,NA
"Tremie13","sampled_plants_220413",10,NA,6,NA,NA,NA,NA,NA,6.6
"Tremie13","sampled_plants_220413",10,NA,7,NA,NA,15.06013117,NA,NA,14.4
"Tremie13","sampled_plants_220413",10,NA,8,NA,NA,23.23979223,NA,NA,NA
"Tremie13","sampled_plants_220413",11,NA,6,NA,NA,NA,NA,NA,5.8
"Tremie13","sampled_plants_220413",11,NA,7,NA,NA,NA,NA,NA,11
"Tremie13","sampled_plants_220413",11,NA,8,NA,NA,21.10205457,NA,NA,NA
"Tremie13","sampled_plants_220413",12,NA,6,NA,NA,NA,NA,NA,3.2
"Tremie13","sampled_plants_220413",12,NA,7,NA,NA,NA,NA,NA,9.8
"Tremie13","sampled_plants_220413",12,NA,8,NA,NA,20.29012071,NA,NA,NA
"Tremie13","sampled_plants_220413",13,NA,6,NA,NA,NA,NA,NA,5.9
"Tremie13","sampled_plants_220413",13,NA,7,NA,NA,14.25368117,NA,NA,11.7
"Tremie13","sampled_plants_220413",13,NA,8,NA,NA,21.02302247,NA,NA,NA
"Tremie13","sampled_plants_220413",14,NA,6,NA,NA,8.08611286,NA,NA,7.3
"Tremie13","sampled_plants_220413",14,NA,7,NA,NA,15.27190494,NA,NA,13.3
"Tremie13","sampled_plants_220413",15,NA,6,NA,NA,NA,NA,NA,4.2
"Tremie13","sampled_plants_220413",15,NA,7,NA,NA,NA,NA,NA,8.7
"Tremie13","sampled_plants_220413",15,NA,8,NA,NA,19.89205699,NA,NA,NA
"Tremie13","sampled_plants_220413",16,NA,6,NA,NA,NA,NA,NA,7.7
"Tremie13","sampled_plants_220413",16,NA,7,NA,NA,20.18463705,NA,NA,13.3
"Tremie13","sampled_plants_220413",16,NA,8,NA,NA,29.2515544,NA,NA,NA
"Tremie13","sampled_plants_220413",17,NA,6,NA,NA,NA,NA,NA,5.6
"Tremie13","sampled_plants_220413",17,NA,7,NA,NA,14.09787503,NA,NA,12.4
"Tremie13","sampled_plants_220413",17,NA,8,NA,NA,22.08608486,NA,NA,NA
"Tremie13","sampled_plants_220413",18,NA,6,NA,NA,NA,NA,NA,6.8
"Tremie13","sampled_plants_220413",18,NA,7,NA,NA,16.9822241,NA,NA,12.5
"Tremie13","sampled_plants_220413",18,NA,8,NA,NA,22.65834178,NA,NA,NA
"Tremie13","sampled_plants_220413",19,NA,6,NA,NA,NA,NA,NA,5.5
"Tremie13","sampled_plants_220413",19,NA,7,NA,NA,13.65465011,NA,NA,10.7
"Tremie13","sampled_plants_220413",19,NA,8,NA,NA,21.27173165,NA,NA,NA
"Tremie13","sampled_plants_220413",20,NA,6,NA,NA,NA,NA,NA,5.8
"Tremie13","sampled_plants_220413",20,NA,7,NA,NA,NA,NA,NA,10.8
"Tremie13","sampled_plants_220413",20,NA,8,NA,NA,20.06737922,NA,NA,NA
"Tremie13","sampled_plants_220413",21,NA,6,NA,NA,NA,NA,NA,7.3
"Tremie13","sampled_plants_220413",21,NA,7,NA,NA,17.60593253,NA,NA,14.6
"Tremie13","sampled_plants_220413",21,NA,8,NA,NA,25.13978843,NA,NA,NA
"Tremie13","sampled_plants_220413",22,NA,6,NA,NA,NA,NA,NA,4
"Tremie13","sampled_plants_220413",22,NA,7,NA,NA,10.30094714,NA,NA,8.6
"Tremie13","sampled_plants_220413",22,NA,8,NA,NA,16.53851531,NA,NA,NA
"Tremie13","sampled_plants_220413",23,NA,6,NA,NA,NA,NA,NA,5
"Tremie13","sampled_plants_220413",23,NA,7,NA,NA,12.55900714,NA,NA,9.9
"Tremie13","sampled_plants_220413",23,NA,8,NA,NA,21.76156938,NA,NA,NA
"Tremie13","sampled_plants_220413",24,NA,6,NA,NA,NA,NA,NA,5.1
"Tremie13","sampled_plants_220413",24,NA,7,NA,NA,10.93433297,NA,NA,10.1
"Tremie13","sampled_plants_220413",24,NA,8,NA,NA,19.54205769,NA,NA,NA
"Tremie13","sampled_plants_220413",25,NA,6,NA,NA,NA,NA,NA,7.5
"Tremie13","sampled_plants_220413",25,NA,7,NA,NA,15.13932456,NA,NA,14.2
"Tremie13","sampled_plants_220413",26,NA,5,NA,NA,NA,NA,NA,4.7
"Tremie13","sampled_plants_220413",26,NA,6,NA,NA,NA,NA,NA,7.7
"Tremie13","sampled_plants_220413",26,NA,7,NA,NA,18.09931864,NA,NA,14.7
"Tremie13","sampled_plants_220413",26,NA,8,NA,NA,25.60107783,NA,NA,NA
"Tremie13","sampled_plants_220413",27,NA,6,NA,NA,NA,NA,NA,4.5
"Tremie13","sampled_plants_220413",27,NA,7,NA,NA,9.36707804,NA,NA,8.7
"Tremie13","sampled_plants_220413",27,NA,8,NA,NA,16.38432207,NA,NA,NA
"Tremie13","sampled_plants_220413",28,NA,6,NA,NA,NA,NA,NA,5.5
"Tremie13","sampled_plants_220413",28,NA,7,NA,NA,13.84964972,NA,NA,11.2
"Tremie13","sampled_plants_220413",28,NA,8,NA,NA,20.53528151,NA,NA,NA
"Tremie13","sampled_plants_220413",29,NA,6,NA,NA,NA,NA,NA,6.7
"Tremie13","sampled_plants_220413",29,NA,7,NA,NA,NA,NA,NA,13.5
"Tremie13","sampled_plants_220413",30,NA,6,NA,NA,NA,NA,NA,5.4
"Tremie13","sampled_plants_220413",30,NA,7,NA,NA,NA,NA,NA,11.6
"Tremie13","sampled_plants_220413",31,NA,6,NA,NA,NA,NA,NA,5.9
"Tremie13","sampled_plants_220413",31,NA,7,NA,NA,14.46351946,NA,NA,12.6
"Tremie13","sampled_plants_220413",31,NA,8,NA,NA,22.92076061,NA,NA,NA
"Tremie13","sampled_plants_220413",32,NA,6,NA,NA,NA,NA,NA,4.7
"Tremie13","sampled_plants_220413",32,NA,7,NA,NA,10.15514098,NA,NA,8.8
"Tremie13","sampled_plants_220413",32,NA,8,NA,NA,16.83174053,NA,NA,NA
"Tremie13","sampled_plants_220413",33,NA,6,NA,NA,NA,NA,NA,6.2
"Tremie13","sampled_plants_220413",33,NA,7,NA,NA,NA,NA,NA,11.6
"Tremie13","sampled_plants_220413",33,NA,8,NA,NA,25.42349754,NA,NA,NA
"Tremie13","sampled_plants_220413",34,NA,6,NA,NA,NA,NA,NA,4.5
"Tremie13","sampled_plants_220413",34,NA,7,NA,NA,NA,NA,NA,8.8
"Tremie13","sampled_plants_220413",34,NA,8,NA,NA,17.98077049,NA,NA,NA
"Tremie13","sampled_plants_220413",35,NA,6,NA,NA,NA,NA,NA,5.5
"Tremie13","sampled_plants_220413",35,NA,7,NA,NA,NA,NA,NA,10
"Tremie13","sampled_plants_220413",35,NA,8,NA,NA,21.08366751,NA,NA,NA
"Tremie13","sampled_plants_220413",36,NA,6,NA,NA,NA,NA,NA,5.4
"Tremie13","sampled_plants_220413",36,NA,7,NA,NA,10.17546352,NA,NA,10.7
"Tremie13","sampled_plants_220413",36,NA,8,NA,NA,17.48754567,NA,NA,NA
"Tremie13","sampled_plants_220413",37,NA,6,NA,NA,NA,NA,NA,5.6
"Tremie13","sampled_plants_220413",37,NA,7,NA,NA,12.75336159,NA,NA,11.8
"Tremie13","sampled_plants_220413",37,NA,8,NA,NA,20.73270047,NA,NA,NA
"Tremie13","sampled_plants_220413",38,NA,6,NA,NA,9.54691639,NA,NA,6.8
"Tremie13","sampled_plants_220413",38,NA,7,NA,NA,16.15464511,NA,NA,13.8
"Tremie13","sampled_plants_220413",38,NA,8,NA,NA,21.63334383,NA,NA,NA
"Tremie13","sampled_plants_220413",39,NA,6,NA,NA,NA,NA,NA,5.6
"Tremie13","sampled_plants_220413",39,NA,7,NA,NA,11.7451378,NA,NA,11.6
"Tremie13","sampled_plants_220413",39,NA,8,NA,NA,18.78722049,NA,NA,NA
"Tremie13","sampled_plants_220413",40,NA,5,NA,NA,NA,NA,NA,3.3
"Tremie13","sampled_plants_220413",40,NA,6,NA,NA,8.91417572,NA,NA,6.1
"Tremie13","sampled_plants_220413",40,NA,7,NA,NA,15.00029258,NA,NA,12
"Tremie13","sampled_plants_220413",40,NA,8,NA,NA,22.97269599,NA,NA,NA
"Tremie13","sampled_plants_220413",41,NA,7,NA,NA,9.49885197,NA,NA,8.3
"Tremie13","sampled_plants_220413",41,NA,8,NA,NA,18.14641532,NA,NA,NA
"Tremie13","sampled_plants_220413",42,NA,6,NA,NA,NA,NA,NA,4.6
"Tremie13","sampled_plants_220413",42,NA,7,NA,NA,NA,NA,NA,9
"Tremie13","sampled_plants_220413",42,NA,8,NA,NA,17.28561059,NA,NA,NA
"Tremie13","sampled_plants_220413",42,NA,9,NA,NA,24.68446676,NA,NA,NA
"Tremie13","sampled_plants_220413",43,NA,6,NA,NA,NA,NA,NA,4.2
"Tremie13","sampled_plants_220413",43,NA,7,NA,NA,NA,NA,NA,8
"Tremie13","sampled_plants_220413",43,NA,8,NA,NA,16.02545182,NA,NA,NA
"Tremie13","sampled_plants_220413",44,NA,6,NA,NA,NA,NA,NA,4.8
"Tremie13","sampled_plants_220413",44,NA,7,NA,NA,9.40788441,NA,NA,9.1
"Tremie13","sampled_plants_220413",44,NA,8,NA,NA,17.24867518,NA,NA,NA
"Tremie13","sampled_plants_220413",44,NA,9,NA,NA,23.06253452,NA,NA,NA
"Tremie13","sampled_plants_220413",45,NA,6,NA,NA,NA,NA,NA,5.3
"Tremie13","sampled_plants_220413",45,NA,7,NA,NA,12.80078085,NA,NA,10.7
"Tremie13","sampled_plants_220413",45,NA,8,NA,NA,20.79641002,NA,NA,NA
"Tremie13","sampled_plants_290413",4,NA,4.70302834470698,NA,NA,NA,NA,NA,3.58883412008993
"Tremie13","sampled_plants_290413",4,NA,5.70302834470698,NA,NA,NA,NA,NA,6.94564875016169
"Tremie13","sampled_plants_290413",4,NA,6.70302834470698,NA,NA,NA,NA,NA,12.8088399713331
"Tremie13","sampled_plants_290413",4,NA,7.70302834470698,NA,NA,NA,NA,NA,20.5141821601694
"Tremie13","sampled_plants_290413",5,NA,4.70302834470698,NA,NA,NA,NA,NA,4.41543427761352
"Tremie13","sampled_plants_290413",5,NA,5.70302834470698,NA,NA,NA,NA,NA,6.45264666860086
"Tremie13","sampled_plants_290413",5,NA,6.70302834470698,NA,NA,NA,NA,NA,14.2115152852049
"Tremie13","sampled_plants_290413",5,NA,7.70302834470698,NA,NA,NA,NA,NA,21.3177477815552
"Tremie13","sampled_plants_290413",6,NA,5.70302834470698,NA,NA,NA,NA,NA,6.16730874221837
"Tremie13","sampled_plants_290413",6,NA,6.70302834470698,NA,NA,NA,NA,NA,11.6790747857871
"Tremie13","sampled_plants_290413",6,NA,7.70302834470698,NA,NA,NA,NA,NA,18.6146534296673
"Tremie13","sampled_plants_290413",7,NA,6.70302834470698,NA,NA,NA,NA,NA,7.59346252798188
"Tremie13","sampled_plants_290413",7,NA,7.70302834470698,NA,NA,NA,NA,NA,14.9585775915942
"Tremie13","sampled_plants_290413",8,NA,5.70302834470698,NA,NA,NA,NA,NA,7.41591900650956
"Tremie13","sampled_plants_290413",8,NA,6.70302834470698,NA,NA,NA,NA,NA,14.0162784119975
"Tremie13","sampled_plants_290413",8,NA,7.70302834470698,NA,NA,NA,NA,NA,21.6500977567629
"Tremie13","sampled_plants_290413",9,NA,6.70302834470698,NA,NA,NA,NA,NA,6.68312417712293
"Tremie13","sampled_plants_290413",9,NA,7.70302834470698,NA,NA,NA,NA,NA,12.6408492289498
"Tremie13","sampled_plants_290413",10,NA,6.70302834470698,NA,NA,NA,NA,NA,10.622537621934
"Tremie13","sampled_plants_290413",10,NA,7.70302834470698,NA,NA,NA,NA,NA,16.589830018379
"Tremie13","sampled_plants_290413",11,NA,6.70302834470698,NA,NA,NA,NA,NA,5.89649878320283
"Tremie13","sampled_plants_290413",11,NA,7.70302834470698,NA,NA,NA,NA,NA,12.4271267426927
"Tremie13","sampled_plants_290413",12,NA,6.70302834470698,NA,NA,NA,NA,NA,11.8624384452951
"Tremie13","sampled_plants_290413",12,NA,7.70302834470698,NA,NA,NA,NA,NA,17.9693071105593
"Tremie13","sampled_plants_290413",13,NA,6.70302834470698,NA,NA,NA,NA,NA,6.90287944481786
"Tremie13","sampled_plants_290413",13,NA,7.70302834470698,NA,NA,NA,NA,NA,12.8690504939747
"Tremie13","sampled_plants_290413",14,NA,5.70302834470698,NA,NA,NA,NA,NA,3.82466544234755
"Tremie13","sampled_plants_290413",14,NA,6.70302834470698,NA,NA,NA,NA,NA,8.68148743095557
"Tremie13","sampled_plants_290413",14,NA,7.70302834470698,NA,NA,NA,NA,NA,12.6933492588844
"Tremie13","sampled_plants_290413",15,NA,6.70302834470698,NA,NA,NA,NA,NA,6.48940852644251
"Tremie13","sampled_plants_290413",15,NA,7.70302834470698,NA,NA,NA,NA,NA,13.7506484880468
"Tremie13","sampled_plants_290413",16,NA,5.70302834470698,NA,NA,NA,NA,NA,6.24291570147452
"Tremie13","sampled_plants_290413",16,NA,6.70302834470698,NA,NA,NA,NA,NA,10.440053214976
"Tremie13","sampled_plants_290413",16,NA,7.70302834470698,NA,NA,NA,NA,NA,18.9465350925462
"Tremie13","sampled_plants_290413",17,NA,5.70302834470698,NA,NA,NA,NA,NA,4.26768903909376
"Tremie13","sampled_plants_290413",17,NA,6.70302834470698,NA,NA,NA,NA,NA,10.0430531342158
"Tremie13","sampled_plants_290413",17,NA,7.70302834470698,NA,NA,NA,NA,NA,17.6465389137972
"Tremie13","sampled_plants_290413",18,NA,5.70302834470698,NA,NA,NA,NA,NA,2.03109997293084
"Tremie13","sampled_plants_290413",18,NA,6.70302834470698,NA,NA,NA,NA,NA,5.39465148438152
"Tremie13","sampled_plants_290413",18,NA,7.70302834470698,NA,NA,NA,NA,NA,11.6719433875688
"Tremie13","sampled_plants_290413",19,NA,5.70302834470698,NA,NA,NA,NA,NA,6.4920144674462
"Tremie13","sampled_plants_290413",19,NA,6.70302834470698,NA,NA,NA,NA,NA,7.79165155442799
"Tremie13","sampled_plants_290413",19,NA,7.70302834470698,NA,NA,NA,NA,NA,14.8352467373174
"Tremie13","sampled_plants_290413",20,NA,6.70302834470698,NA,NA,NA,NA,NA,5.92292842445673
"Tremie13","sampled_plants_290413",20,NA,7.70302834470698,NA,NA,NA,NA,NA,13.2619582494781
"Tremie13","sampled_plants_290413",21,NA,5.70302834470698,NA,NA,NA,NA,NA,5.71858864057885
"Tremie13","sampled_plants_290413",21,NA,6.70302834470698,NA,NA,NA,NA,NA,11.2465149670362
"Tremie13","sampled_plants_290413",21,NA,7.70302834470698,NA,NA,NA,NA,NA,19.2589246161701
"Tremie13","sampled_plants_290413",22,NA,6.70302834470698,NA,NA,NA,NA,NA,7.69909174342585
"Tremie13","sampled_plants_290413",22,NA,7.70302834470698,NA,NA,NA,NA,NA,14.0496121416927
"Tremie13","sampled_plants_290413",23,NA,6.70302834470698,NA,NA,NA,NA,NA,5.05683891616151
"Tremie13","sampled_plants_290413",23,NA,7.70302834470698,NA,NA,NA,NA,NA,9.80113399270578
"Tremie13","sampled_plants_290413",24,NA,6.70302834470698,NA,NA,NA,NA,NA,7.80877208942085
"Tremie13","sampled_plants_290413",24,NA,7.70302834470698,NA,NA,NA,NA,NA,13.3971376362465
"Tremie13","sampled_plants_290413",25,NA,5.70302834470698,NA,NA,NA,NA,NA,4.72282397154172
"Tremie13","sampled_plants_290413",25,NA,6.70302834470698,NA,NA,NA,NA,NA,9.60265718899147
"Tremie13","sampled_plants_290413",25,NA,7.70302834470698,NA,NA,NA,NA,NA,15.8844853370355
"Tremie13","sampled_plants_290413",26,NA,6.70302834470698,NA,NA,NA,NA,NA,8.02706483674249
"Tremie13","sampled_plants_290413",26,NA,7.70302834470698,NA,NA,NA,NA,NA,14.0467566027686
"Tremie13","sampled_plants_290413",27,NA,6.70302834470698,NA,NA,NA,NA,NA,6.44779438368798
"Tremie13","sampled_plants_290413",27,NA,7.70302834470698,NA,NA,NA,NA,NA,10.6557775801881
"Tremie13","sampled_plants_290413",28,NA,6.70302834470698,NA,NA,NA,NA,NA,7.02709066389697
"Tremie13","sampled_plants_290413",28,NA,7.70302834470698,NA,NA,NA,NA,NA,14.0517530137427
"Tremie13","sampled_plants_290413",29,NA,6.70302834470698,NA,NA,NA,NA,NA,6.9554959046711
"Tremie13","sampled_plants_290413",29,NA,7.70302834470698,NA,NA,NA,NA,NA,13.8201694439637
"Tremie13","sampled_plants_290413",30,NA,6.70302834470698,NA,NA,NA,NA,NA,6.66361162949419
"Tremie13","sampled_plants_290413",30,NA,7.70302834470698,NA,NA,NA,NA,NA,13.2393919326265
