"Date","label","Trt","Rep","N","Axis","Nflig","Nfvis","nff","HS","SSI","GL"
"19/01/2011","Rht3","T1+T2",2,13,"MB",3,1,11,3.47105347955643,0,3.47105347955643
"26/05/2011","Rht3","T1+T2",2,13,"MB",11,0,11,11,7.98,3.02
"27/04/2011","Rht3","T1+T2",2,13,"MB",10,1,11,10.1548387096774,NA,NA
"01/06/2011","Rht3","T1+T2",2,14,"MB",10,0,10,10,NA,NA
"09/06/2011","Rht3","T1+T2",2,14,"MB",10,0,10,10,NA,NA
"18/04/2011","Rht3","T1+T2",2,14,"MB",9,1,10,9.25,NA,NA
"19/01/2011","Rht3","T1+T2",2,14,"MB",3,1,10,3.34472013394113,0.05,3.29472013394113
"26/05/2011","Rht3","T1+T2",2,14,"MB",10,0,10,10,8.13,1.87
"27/04/2011","Rht3","T1+T2",2,14,"MB",9,1,10,9.95,NA,NA
"01/06/2011","Rht3","T1+T2",2,15,"MB",NA,NA,NA,NA,NA,NA
"09/06/2011","Rht3","T1+T2",2,15,"MB",NA,NA,NA,NA,NA,NA
"18/04/2011","Rht3","T1+T2",2,15,"MB",NA,NA,NA,NA,NA,NA
"19/01/2011","Rht3","T1+T2",2,15,"MB",3,1,NA,NA,NA,NA
"26/05/2011","Rht3","T1+T2",2,15,"MB",NA,NA,NA,NA,NA,NA
"27/04/2011","Rht3","T1+T2",2,15,"MB",NA,NA,NA,NA,NA,NA
"01/06/2011","Rht3","T1+T2",2,16,"MB",NA,NA,NA,NA,NA,NA
"09/06/2011","Rht3","T1+T2",2,16,"MB",NA,NA,NA,NA,NA,NA
"18/04/2011","Rht3","T1+T2",2,16,"MB",9,1,NA,NA,NA,NA
"19/01/2011","Rht3","T1+T2",2,16,"MB",3,1,NA,NA,NA,NA
"26/05/2011","Rht3","T1+T2",2,16,"MB",NA,NA,NA,NA,NA,NA
"27/04/2011","Rht3","T1+T2",2,16,"MB",9,1,NA,NA,NA,NA
"01/06/2011","Rht3","T1+T2",2,17,"MB",11,0,11,11,8.115,2.885
"09/06/2011","Rht3","T1+T2",2,17,"MB",11,0,11,11,9.19,1.81
"18/04/2011","Rht3","T1+T2",2,17,"MB",9,1,11,9.14084507042254,NA,NA
"19/01/2011","Rht3","T1+T2",2,17,"MB",3,1,11,3.52772088475282,0,3.52772088475282
"26/05/2011","Rht3","T1+T2",2,17,"MB",11,0,11,11,8.09,2.91
"27/04/2011","Rht3","T1+T2",2,17,"MB",10,1,11,10.2937062937063,NA,NA
"01/06/2011","Rht3","T1+T2",2,18,"MB",NA,NA,NA,NA,NA,NA
"09/06/2011","Rht3","T1+T2",2,18,"MB",NA,NA,NA,NA,NA,NA
"18/04/2011","Rht3","T1+T2",2,18,"MB",NA,NA,NA,NA,NA,NA
"19/01/2011","Rht3","T1+T2",2,18,"MB",3,1,NA,NA,NA,NA
"26/05/2011","Rht3","T1+T2",2,18,"MB",NA,NA,NA,NA,NA,NA
"27/04/2011","Rht3","T1+T2",2,18,"MB",NA,NA,NA,NA,NA,NA
"01/06/2011","Rht3","T1+T2",2,19,"MB",11,0,11,11,8.17,2.83
"09/06/2011","Rht3","T1+T2",2,19,"MB",11,0,11,11,10,1
"18/04/2011","Rht3","T1+T2",2,19,"MB",8,1,11,8.86309523809524,NA,NA
"19/01/2011","Rht3","T1+T2",2,19,"MB",3,1,11,3.33679507573609,0.1,3.23679507573609
"26/05/2011","Rht3","T1+T2",2,19,"MB",11,0,11,11,8.26,2.74
"27/04/2011","Rht3","T1+T2",2,19,"MB",10,1,11,10.2428571428571,NA,NA
"01/06/2011","Rht3","T1+T2",2,20,"MB",NA,NA,NA,NA,NA,NA
"09/06/2011","Rht3","T1+T2",2,20,"MB",NA,NA,NA,NA,NA,NA
"18/04/2011","Rht3","T1+T2",2,20,"MB",NA,NA,NA,NA,NA,NA
"19/01/2011","Rht3","T1+T2",2,20,"MB",3,1,NA,NA,NA,NA
"26/05/2011","Rht3","T1+T2",2,20,"MB",NA,NA,NA,NA,NA,NA
"27/04/2011","Rht3","T1+T2",2,20,"MB",NA,NA,NA,NA,NA,NA
"01/06/2011","Rht3","T1+T2",2,21,"MB",12,0,12,12,9.038,2.962
"09/06/2011","Rht3","T1+T2",2,21,"MB",12,0,12,12,9.38,2.62
"18/04/2011","Rht3","T1+T2",2,21,"MB",9,1,12,10,NA,NA
"19/01/2011","Rht3","T1+T2",2,21,"MB",3,1,12,3.5475056630438,0.4,3.1475056630438
"26/05/2011","Rht3","T1+T2",2,21,"MB",12,0,12,12,9.09,2.91
"27/04/2011","Rht3","T1+T2",2,21,"MB",11,1,12,11.2592592592593,NA,NA
"01/06/2011","Rht3","T1+T2",2,22,"MB",10,1,11,NA,8.112,NA
"09/06/2011","Rht3","T1+T2",2,22,"MB",11,0,11,11,9.85,1.15
"18/04/2011","Rht3","T1+T2",2,22,"MB",9,1,11,9.35010940919037,NA,NA
"19/01/2011","Rht3","T1+T2",2,22,"MB",3,1,11,3.42307928062192,0,3.42307928062192
"26/05/2011","Rht3","T1+T2",2,22,"MB",10,1,11,NA,8.24,NA
"27/04/2011","Rht3","T1+T2",2,22,"MB",10,1,11,10.5482936405899,NA,NA
"01/06/2011","Rht3","T1+T2",2,23,"MB",11,0,11,11,8.132,2.868
"09/06/2011","Rht3","T1+T2",2,23,"MB",11,0,11,11,10.2,0.800000000000001
"18/04/2011","Rht3","T1+T2",2,23,"MB",9,1,11,9.2158273381295,NA,NA
"19/01/2011","Rht3","T1+T2",2,23,"MB",3,1,11,3.3281896237494,0,3.3281896237494
"26/05/2011","Rht3","T1+T2",2,23,"MB",11,0,11,11,8.05,2.95
"27/04/2011","Rht3","T1+T2",2,23,"MB",10,1,11,10.2739726027397,NA,NA
"01/06/2011","Rht3","T1+T2",2,24,"MB",NA,NA,NA,NA,NA,NA
"09/06/2011","Rht3","T1+T2",2,24,"MB",NA,NA,NA,NA,NA,NA
"18/04/2011","Rht3","T1+T2",2,24,"MB",7,1,NA,NA,NA,NA
"19/01/2011","Rht3","T1+T2",2,24,"MB",3,1,NA,NA,NA,NA
"26/05/2011","Rht3","T1+T2",2,24,"MB",NA,NA,NA,NA,NA,NA
"27/04/2011","Rht3","T1+T2",2,24,"MB",7,1,NA,NA,NA,NA
"01/06/2011","Rht3","T1+T2",3,25,"MB",11,0,11,11,9.024,1.976
"09/06/2011","Rht3","T1+T2",3,25,"MB",11,0,11,11,9.45,1.55
"18/04/2011","Rht3","T1+T2",3,25,"MB",9,1,11,9.35087719298246,NA,NA
"19/01/2011","Rht3","T1+T2",3,25,"MB",3,1,11,3.33160525124927,0,3.33160525124927
"26/05/2011","Rht3","T1+T2",3,25,"MB",11,0,11,11,9.04,1.96
"27/04/2011","Rht3","T1+T2",3,25,"MB",10,1,11,10.5578231292517,NA,NA
"01/06/2011","Rht3","T1+T2",3,26,"MB",12,0,12,12,9.03,2.97
"09/06/2011","Rht3","T1+T2",3,26,"MB",12,0,12,12,9.71,2.29
"18/04/2011","Rht3","T1+T2",3,26,"MB",9,1,12,9.93922651933702,NA,NA
"19/01/2011","Rht3","T1+T2",3,26,"MB",3,1,12,3.617008198268,0,3.617008198268
"26/05/2011","Rht3","T1+T2",3,26,"MB",12,0,12,12,9.02,2.98
"27/04/2011","Rht3","T1+T2",3,26,"MB",11,1,12,11.3387096774194,NA,NA
"01/06/2011","Rht3","T1+T2",3,27,"MB",11,0,11,11,8.23,2.77
"09/06/2011","Rht3","T1+T2",3,27,"MB",11,0,11,11,9.18,1.82
"18/04/2011","Rht3","T1+T2",3,27,"MB",9,1,11,9.2803738317757,NA,NA
"19/01/2011","Rht3","T1+T2",3,27,"MB",3,1,11,3.47605800008297,0.15,3.32605800008297
"26/05/2011","Rht3","T1+T2",3,27,"MB",11,0,11,11,8.15,2.85
"27/04/2011","Rht3","T1+T2",3,27,"MB",10,1,11,10.3862068965517,NA,NA
"01/06/2011","Rht3","T1+T2",3,28,"MB",12,0,12,12,9.089,2.911
"09/06/2011","Rht3","T1+T2",3,28,"MB",12,0,12,12,10.36,1.64
"18/04/2011","Rht3","T1+T2",3,28,"MB",9,1,12,9.94444444444444,NA,NA
"19/01/2011","Rht3","T1+T2",3,28,"MB",3,1,12,NA,0.05,NA
"26/05/2011","Rht3","T1+T2",3,28,"MB",12,0,12,12,8.74,3.26
"27/04/2011","Rht3","T1+T2",3,28,"MB",11,1,12,11.4344827586207,NA,NA
"01/06/2011","Rht3","T1+T2",3,29,"MB",11,0,11,11,8.167,2.833
"09/06/2011","Rht3","T1+T2",3,29,"MB",11,0,11,11,9.25,1.75
"18/04/2011","Rht3","T1+T2",3,29,"MB",9,1,11,9.29339853300733,NA,NA
"19/01/2011","Rht3","T1+T2",3,29,"MB",3,1,11,3.34795629321105,0.1,3.24795629321105
"26/05/2011","Rht3","T1+T2",3,29,"MB",11,0,11,11,8.33,2.67
"27/04/2011","Rht3","T1+T2",3,29,"MB",10,1,11,10.36,NA,NA
"01/06/2011","Rht3","T1+T2",3,30,"MB",11,0,11,11,8.026,2.974
"09/06/2011","Rht3","T1+T2",3,30,"MB",11,0,11,11,8.9,2.1
"18/04/2011","Rht3","T1+T2",3,30,"MB",9,1,11,9.30150753768844,NA,NA
"19/01/2011","Rht3","T1+T2",3,30,"MB",3,1,11,3.49315433909948,0.1,3.39315433909948
"26/05/2011","Rht3","T1+T2",3,30,"MB",11,0,11,11,7.79,3.21
"27/04/2011","Rht3","T1+T2",3,30,"MB",10,1,11,10.469387755102,NA,NA
"01/06/2011","Rht3","T1+T2",3,31,"MB",11,0,11,11,8.173,2.827
"09/06/2011","Rht3","T1+T2",3,31,"MB",11,0,11,11,9.27,1.73
"18/04/2011","Rht3","T1+T2",3,31,"MB",9,1,11,9.4954954954955,NA,NA
"19/01/2011","Rht3","T1+T2",3,31,"MB",3,1,11,3.67342621750373,0.1,3.57342621750373
"26/05/2011","Rht3","T1+T2",3,31,"MB",11,0,11,11,8.13,2.87
"27/04/2011","Rht3","T1+T2",3,31,"MB",10,1,11,10.581112559574,NA,NA
"01/06/2011","Rht3","T1+T2",3,32,"MB",11,0,11,11,8.017,2.983
"09/06/2011","Rht3","T1+T2",3,32,"MB",11,0,11,11,8.94,2.06
"18/04/2011","Rht3","T1+T2",3,32,"MB",8,1,11,8.98837209302326,NA,NA
"19/01/2011","Rht3","T1+T2",3,32,"MB",3,1,11,3.58145518077515,0,3.58145518077515
"26/05/2011","Rht3","T1+T2",3,32,"MB",11,0,11,11,7.21,3.79
"27/04/2011","Rht3","T1+T2",3,32,"MB",10,1,11,10.3642857142857,NA,NA
"01/06/2011","Rht3","T1+T2",3,33,"MB",11,0,11,11,9.008,1.992
"09/06/2011","Rht3","T1+T2",3,33,"MB",11,0,11,11,9.06,1.94
"18/04/2011","Rht3","T1+T2",3,33,"MB",8,1,11,8.97493036211699,NA,NA
"19/01/2011","Rht3","T1+T2",3,33,"MB",3,1,11,3.45206881470775,0.05,3.40206881470775
"26/05/2011","Rht3","T1+T2",3,33,"MB",11,0,11,11,9.04,1.96
"27/04/2011","Rht3","T1+T2",3,33,"MB",9,1,11,10.0581395348837,NA,NA
"01/06/2011","Rht3","T1+T2",3,34,"MB",11,0,11,11,8.065,2.935
"09/06/2011","Rht3","T1+T2",3,34,"MB",11,0,11,11,9.14,1.86
"18/04/2011","Rht3","T1+T2",3,34,"MB",9,1,11,9.5793991416309,NA,NA
"19/01/2011","Rht3","T1+T2",3,34,"MB",3,1,11,3.58735520256432,0,3.58735520256432
"26/05/2011","Rht3","T1+T2",3,34,"MB",11,0,11,11,8.13,2.87
"27/04/2011","Rht3","T1+T2",3,34,"MB",10,1,11,10.6685082872928,NA,NA
"01/06/2011","Rht3","T1+T2",3,35,"MB",11,0,11,11,8.026,2.974
"09/06/2011","Rht3","T1+T2",3,35,"MB",11,0,11,11,8.48,2.52
"18/04/2011","Rht3","T1+T2",3,35,"MB",9,1,11,9.34567901234568,NA,NA
"19/01/2011","Rht3","T1+T2",3,35,"MB",3,1,11,3.55713635545779,0.02,3.53713635545779
"26/05/2011","Rht3","T1+T2",3,35,"MB",11,0,11,11,8.09,2.91
"27/04/2011","Rht3","T1+T2",3,35,"MB",10,1,11,10.54,NA,NA
"01/06/2011","Rht3","T1+T2",3,36,"MB",12,0,12,12,8.527,3.473
"09/06/2011","Rht3","T1+T2",3,36,"MB",12,0,12,12,9.8,2.2
"18/04/2011","Rht3","T1+T2",3,36,"MB",9,1,12,9.79800498753117,NA,NA
"19/01/2011","Rht3","T1+T2",3,36,"MB",3,1,12,NA,0.1,NA
"26/05/2011","Rht3","T1+T2",3,36,"MB",12,0,12,12,8.41,3.59
"27/04/2011","Rht3","T1+T2",3,36,"MB",10,1,12,11.002901470041,NA,NA
"02/04/2012","Tremie12","T1+T2",1,1,"MB",9,1,12,9.92827004219409,6.65,3.27827004219409
"09/05/2012","Tremie12","T1+T2",1,1,"MB",12,0,12,12,7.65,4.35
"11/04/2012","Tremie12","T1+T2",1,1,"MB",10,1,12,10.6535433070866,7.05,3.60354330708661
"12/06/2012","Tremie12","T1+T2",1,1,"MB",12,0,12,12,11.1,0.9
"02/04/2012","Tremie12","T1+T2",1,2,"MB",9,1,12,9.84395604395604,6.43,3.41395604395604
"09/05/2012","Tremie12","T1+T2",1,2,"MB",12,0,12,12,7.32,4.68
"11/04/2012","Tremie12","T1+T2",1,2,"MB",10,1,12,10.5632653061224,7.05,3.51326530612245
"12/06/2012","Tremie12","T1+T2",1,2,"MB",12,0,12,12,11.25,0.75
"02/04/2012","Tremie12","T1+T2",1,3,"MB",9,1,12,9.97950819672131,6.98,2.99950819672131
"09/05/2012","Tremie12","T1+T2",1,3,"MB",12,0,12,12,7.87,4.13
"11/04/2012","Tremie12","T1+T2",1,3,"MB",10,1,12,10.7584905660377,7.1,3.65849056603774
"12/06/2012","Tremie12","T1+T2",1,3,"MB",12,0,12,12,11.1,0.9
"02/04/2012","Tremie12","T1+T2",1,4,"MB",9,1,13,9.95555555555556,7.3,2.65555555555556
"09/05/2012","Tremie12","T1+T2",1,4,"MB",13,0,13,13,8.2,4.8
"11/04/2012","Tremie12","T1+T2",1,4,"MB",10,1,13,10.8913043478261,7.1,3.79130434782609
"12/06/2012","Tremie12","T1+T2",1,4,"MB",13,0,13,13,11.8,1.2
"02/04/2012","Tremie12","T1+T2",1,5,"MB",9,1,13,9.81,6.72,3.09
"09/05/2012","Tremie12","T1+T2",1,5,"MB",13,0,13,13,8.42,4.58
"11/04/2012","Tremie12","T1+T2",1,5,"MB",10,1,13,10.7333333333333,7.05,3.68333333333333
"12/06/2012","Tremie12","T1+T2",1,5,"MB",13,0,13,13,11.9,1.1
"02/04/2012","Tremie12","T1+T2",1,6,"MB",10,1,13,10.6739130434783,NA,NA
"09/05/2012","Tremie12","T1+T2",1,6,"MB",13,0,13,13,8.77,4.23
"11/04/2012","Tremie12","T1+T2",1,6,"MB",11,1,13,11.3827160493827,7.25,4.13271604938272
"12/06/2012","Tremie12","T1+T2",1,6,"MB",13,0,13,13,12,1
"02/04/2012","Tremie12","T1+T2",1,7,"MB",10,1,13,10.5431578947368,6.7,3.84315789473684
"09/05/2012","Tremie12","T1+T2",1,7,"MB",13,0,13,13,8.25,4.75
"11/04/2012","Tremie12","T1+T2",1,7,"MB",11,1,13,11.3090909090909,7.05,4.25909090909091
"12/06/2012","Tremie12","T1+T2",1,7,"MB",13,0,13,13,11.85,1.15
"02/04/2012","Tremie12","T1+T2",1,8,"MB",9,1,12,9.77802197802198,NA,NA
"09/05/2012","Tremie12","T1+T2",1,8,"MB",12,0,12,12,8.17,3.83
"11/04/2012","Tremie12","T1+T2",1,8,"MB",10,1,12,10.5161290322581,7.05,3.46612903225806
"12/06/2012","Tremie12","T1+T2",1,8,"MB",12,0,12,12,11.25,0.75
"02/04/2012","Tremie12","T1+T2",1,9,"MB",9,1,13,9.71207430340557,7.4,2.31207430340557
"09/05/2012","Tremie12","T1+T2",1,9,"MB",13,0,13,13,7.82,5.18
"11/04/2012","Tremie12","T1+T2",1,9,"MB",10,1,13,10.4713375796178,7.25,3.22133757961783
"12/06/2012","Tremie12","T1+T2",1,9,"MB",13,0,13,13,11.3,1.7
"02/04/2012","Tremie12","T1+T2",1,10,"MB",9,1,13,9.81735159817352,7,2.81735159817352
"09/05/2012","Tremie12","T1+T2",1,10,"MB",13,0,13,13,8.62,4.38
"11/04/2012","Tremie12","T1+T2",1,10,"MB",10,1,13,10.6790697674419,7.25,3.42906976744186
"12/06/2012","Tremie12","T1+T2",1,10,"MB",13,0,13,13,11.7,1.3
"02/04/2012","Tremie12","T1+T2",2,11,"MB",10,1,13,10.6725274725275,6.9,3.77252747252747
"09/05/2012","Tremie12","T1+T2",2,11,"MB",13,0,13,13,8.42,4.58
"11/04/2012","Tremie12","T1+T2",2,11,"MB",11,1,13,11.4059405940594,7.3,4.10594059405941
"12/06/2012","Tremie12","T1+T2",2,11,"MB",13,0,13,13,11.75,1.25
"02/04/2012","Tremie12","T1+T2",2,12,"MB",9,2,12,NA,6.95,NA
"09/05/2012","Tremie12","T1+T2",2,12,"MB",12,0,12,12,7.65,4.35
"11/04/2012","Tremie12","T1+T2",2,12,"MB",10,1,12,10.7883817427386,7.05,3.73838174273859
"12/06/2012","Tremie12","T1+T2",2,12,"MB",12,0,12,12,10.95,1.05
"02/04/2012","Tremie12","T1+T2",2,13,"MB",9,1,12,9.6977886977887,7.2,2.4977886977887
"09/05/2012","Tremie12","T1+T2",2,13,"MB",12,0,12,12,8.15,3.85
"11/04/2012","Tremie12","T1+T2",2,13,"MB",10,1,12,10.53125,7.05,3.48125
"12/06/2012","Tremie12","T1+T2",2,13,"MB",12,0,12,12,11.1,0.9
"02/04/2012","Tremie12","T1+T2",2,14,"MB",9,2,12,NA,6.4,NA
"09/05/2012","Tremie12","T1+T2",2,14,"MB",12,0,12,12,8.4,3.6
"11/04/2012","Tremie12","T1+T2",2,14,"MB",10,1,12,10.9798387096774,7.3,3.67983870967742
"12/06/2012","Tremie12","T1+T2",2,14,"MB",12,0,12,12,11.4,0.6
"02/04/2012","Tremie12","T1+T2",2,15,"MB",10,1,12,10.4847396768402,6.2,4.28473967684022
"09/05/2012","Tremie12","T1+T2",2,15,"MB",12,0,12,12,8.3,3.7
"11/04/2012","Tremie12","T1+T2",2,15,"MB",11,1,12,11.1,7.2,3.9
"12/06/2012","Tremie12","T1+T2",2,15,"MB",12,0,12,12,11.55,0.449999999999999
"02/04/2012","Tremie12","T1+T2",2,16,"MB",9,2,12,NA,6.5,NA
"09/05/2012","Tremie12","T1+T2",2,16,"MB",12,0,12,12,8.65,3.35
"11/04/2012","Tremie12","T1+T2",2,16,"MB",10,1,12,11.1974789915966,7.25,3.94747899159664
"12/06/2012","Tremie12","T1+T2",2,16,"MB",12,0,12,12,11.05,0.949999999999999
"02/04/2012","Tremie12","T1+T2",2,17,"MB",10,1,13,10.7032967032967,7,3.7032967032967
"09/05/2012","Tremie12","T1+T2",2,17,"MB",13,0,13,13,8.35,4.65
"11/04/2012","Tremie12","T1+T2",2,17,"MB",11,1,13,11.4207920792079,7.95,3.47079207920792
"12/06/2012","Tremie12","T1+T2",2,17,"MB",13,0,13,13,12.05,0.949999999999999
"02/04/2012","Tremie12","T1+T2",2,18,"MB",10,1,13,10.6294416243655,7.05,3.57944162436548
"09/05/2012","Tremie12","T1+T2",2,18,"MB",13,0,13,13,NA,NA
"11/04/2012","Tremie12","T1+T2",2,18,"MB",11,1,13,11.4173913043478,7.3,4.11739130434783
"12/06/2012","Tremie12","T1+T2",2,18,"MB",13,0,13,13,12.04,0.960000000000001
"02/04/2012","Tremie12","T1+T2",2,19,"MB",9,1,13,9.82380952380952,6.2,3.62380952380952
"09/05/2012","Tremie12","T1+T2",2,19,"MB",13,0,13,13,8.12,4.88
"11/04/2012","Tremie12","T1+T2",2,19,"MB",10,1,13,10.78,7.2,3.58
"12/06/2012","Tremie12","T1+T2",2,19,"MB",13,0,13,13,12,1
"02/04/2012","Tremie12","T1+T2",2,20,"MB",10,1,12,10.4779411764706,7.1,3.37794117647059
"09/05/2012","Tremie12","T1+T2",2,20,"MB",12,0,12,12,8.42,3.58
"11/04/2012","Tremie12","T1+T2",2,20,"MB",10,1,12,11.0220588235294,7.45,3.57205882352941
"12/06/2012","Tremie12","T1+T2",2,20,"MB",12,0,12,12,11.55,0.449999999999999
"02/04/2012","Tremie12","T1+T2",3,21,"MB",9,2,13,NA,7.1,NA
"09/05/2012","Tremie12","T1+T2",3,21,"MB",13,0,13,13,8.3,4.7
"11/04/2012","Tremie12","T1+T2",3,21,"MB",11,1,13,11.2369668246445,7.2,4.03696682464455
"12/06/2012","Tremie12","T1+T2",3,21,"MB",13,0,13,13,11.65,1.35
"02/04/2012","Tremie12","T1+T2",3,22,"MB",10,1,13,10.5284552845528,6.8,3.72845528455285
"09/05/2012","Tremie12","T1+T2",3,22,"MB",13,0,13,13,7.75,5.25
"11/04/2012","Tremie12","T1+T2",3,22,"MB",11,1,13,11.2978723404255,7.05,4.24787234042553
"12/06/2012","Tremie12","T1+T2",3,22,"MB",13,0,13,13,12,1
"02/04/2012","Tremie12","T1+T2",3,23,"MB",10,1,12,10.4416058394161,6.9,3.54160583941606
"09/05/2012","Tremie12","T1+T2",3,23,"MB",12,0,12,12,8.3,3.7
"11/04/2012","Tremie12","T1+T2",3,23,"MB",11,0,12,NA,7.2,NA
"12/06/2012","Tremie12","T1+T2",3,23,"MB",12,0,12,12,11.8,0.199999999999999
"02/04/2012","Tremie12","T1+T2",3,24,"MB",10,1,13,10.6349206349206,7,3.63492063492063
"09/05/2012","Tremie12","T1+T2",3,24,"MB",13,0,13,13,8.45,4.55
"11/04/2012","Tremie12","T1+T2",3,24,"MB",11,1,13,11.3640167364017,7.15,4.21401673640167
"12/06/2012","Tremie12","T1+T2",3,24,"MB",13,0,13,13,12.25,0.75
"02/04/2012","Tremie12","T1+T2",3,25,"MB",9,2,13,NA,6.4,NA
"09/05/2012","Tremie12","T1+T2",3,25,"MB",13,0,13,13,7.97,5.03
"11/04/2012","Tremie12","T1+T2",3,25,"MB",10,1,13,10.9695652173913,7.05,3.9195652173913
"12/06/2012","Tremie12","T1+T2",3,25,"MB",13,0,13,13,11.4,1.6
"02/04/2012","Tremie12","T1+T2",3,26,"MB",9,1,13,9.75132275132275,7,2.75132275132275
"09/05/2012","Tremie12","T1+T2",3,26,"MB",13,0,13,13,8.52,4.48
"11/04/2012","Tremie12","T1+T2",3,26,"MB",10,1,13,10.725,7,3.725
"12/06/2012","Tremie12","T1+T2",3,26,"MB",13,0,13,13,12.05,0.949999999999999
"02/04/2012","Tremie12","T1+T2",3,27,"MB",9,1,13,9.88659793814433,7,2.88659793814433
"09/05/2012","Tremie12","T1+T2",3,27,"MB",13,0,13,13,8.05,4.95
"11/04/2012","Tremie12","T1+T2",3,27,"MB",10,1,13,10.8255319148936,7.05,3.77553191489362
"12/06/2012","Tremie12","T1+T2",3,27,"MB",13,0,13,13,11.3,1.7
"02/04/2012","Tremie12","T1+T2",3,28,"MB",9,2,13,NA,7,NA
"09/05/2012","Tremie12","T1+T2",3,28,"MB",13,0,13,13,8,5
"11/04/2012","Tremie12","T1+T2",3,28,"MB",11,1,13,11.1627906976744,7.1,4.06279069767442
"12/06/2012","Tremie12","T1+T2",3,28,"MB",13,0,13,13,11.85,1.15
"02/04/2012","Tremie12","T1+T2",3,29,"MB",10,1,13,10.25,7,3.25
"09/05/2012","Tremie12","T1+T2",3,29,"MB",13,0,13,13,7.37,5.63
"11/04/2012","Tremie12","T1+T2",3,29,"MB",10,1,13,10.9772727272727,7.05,3.92727272727273
"12/06/2012","Tremie12","T1+T2",3,29,"MB",13,0,13,13,11.9,1.1
"02/04/2012","Tremie12","T1+T2",3,30,"MB",10,1,13,10.5373134328358,7.05,3.48731343283582
"09/05/2012","Tremie12","T1+T2",3,30,"MB",13,0,13,13,8.3,4.7
"11/04/2012","Tremie12","T1+T2",3,30,"MB",11,1,13,11.31,7.1,4.21
"12/06/2012","Tremie12","T1+T2",3,30,"MB",13,0,13,13,11.95,1.05
"02/05/2013","Tremie13","T1+T2",1,1,"MB",9,1,12,9.9253112033195,6.95,2.9753112033195
"02/07/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,11.47,0.529999999999999
"03/06/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,7.9,4.1
"08/07/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,12,0
"11/06/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,8.7,3.3
"13/02/2013","Tremie13","T1+T2",1,1,"MB",4,1,12,4.76282877742394,NA,NA
"15/07/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,12,0
"17/06/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,10.06,1.94
"19/04/2013","Tremie13","T1+T2",1,1,"MB",8,1,12,8.63829787234043,5.7,2.93829787234043
"22/05/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,7.5,4.5
"24/06/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,10.67,1.33
"27/05/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,7.51,4.49
"29/05/2013","Tremie13","T1+T2",1,1,"MB",12,0,12,12,7.51,4.49
"02/05/2013","Tremie13","T1+T2",1,2,"MB",9,1,11,9.82101167315175,6.6,3.22101167315175
"02/07/2013","Tremie13","T1+T2",1,2,"MB",11,0,11,11,11,0
"03/06/2013","Tremie13","T1+T2",1,2,"MB",11,0,11,11,7.69,3.31
"08/07/2013","Tremie13","T1+T2",1,2,"MB",11,0,11,11,11,0
"11/06/2013","Tremie13","T1+T2",1,2,"MB",11,0,11,11,8.4,2.6
"13/02/2013","Tremie13","T1+T2",1,2,"MB",4,1,11,4.49365478437743,NA,NA
